id,en
WIKI_MOON_HALIMEDE,"
Halimede ( HAL-i-MEE-dee; Greek: Αλιμήδη), or Neptune IX, is a retrograde irregular satellite of Neptune. It was discovered by Matthew J. Holman, John J. Kavelaars, Tommy Grav, Wesley C. Fraser and Dan Milisavljevic on August 14, 2002.Halimede has the second most eccentric and third most inclined orbit around Neptune. This is illustrated on the diagram in relation to other irregular satellites of Neptune. The satellites above the horizontal axis are prograde, the satellites beneath it are retrograde. The yellow segments extend from the pericentre to the apocentre, showing the eccentricity.

Halimede is about 62 kilometers in diameter (assuming an albedo of 0.04) and appears neutral (grey) in the visible light. Given the very similar colour of the satellite to that of Nereid together with the high probability (41%) of collision in the past lifespan of the Solar System, it has been suggested that the satellite could be a fragment of Nereid.Halimede, like many of the outer satellites of Neptune, is named after one of the Nereids, the fifty daughters of Nereus and Doris. Before the announcement of its name on February 3, 2007 (IAUC 8802), Halimede was known by the provisional designation S/2002 N 1.

  --https://en.wikipedia.org/wiki/Halimede_(moon)"
WIKI_MOON_PSAMATHE,"
Psamathe ( SAM-ə-thee; Latin: Psamathē; Greek: Ψαμάθη), also known as Neptune X, is a retrograde irregular satellite of Neptune. It is named after Psamathe, one of the Nereids. Psamathe was discovered by Scott S. Sheppard and David C. Jewitt in 2003 using the 8.2 meter Subaru telescope. Before the announcement of its name on February 3, 2007 (IAUC 8802), it was known by the provisional designation S/2003 N 1.Psamathe is about 38 kilometers in diameter. It orbits Neptune at a distance of between 25.7 and 67.7 million km (for comparison, the Sun-Mercury distance varies between 46 million and 69.8 million km) and requires almost 25 Earth years to make one orbit. The orbit of this satellite is close to the theoretical stable separation from Neptune for a body in a retrograde orbit. Given the similarity of Psamathe's orbital parameters with Neso (S/2002 N 4), it was suggested that both irregular satellites could have a common origin in the break-up of a larger moon. Both are further from their primary than any other known moon in the Solar System.

  --https://en.wikipedia.org/wiki/Psamathe_(moon)"
WIKI_MOON_SAO,"
Sao ( SAY-oh; Greek: Σαώ) is a prograde irregular satellite of Neptune. It was discovered by Matthew J. Holman et al. on August 14, 2002.



Sao orbits Neptune at a distance of about 22.4 million km and is about 44 kilometers in diameter (assuming an albedo of 0.04).Sao follows an exceptionally inclined and moderately eccentric orbit illustrated on the diagram in relation to other irregular satellites of Neptune. The satellites above the horizontal axis are prograde, the satellites beneath it are retrograde. The yellow segments extend from the pericentre to the apocentre, showing the eccentricity.

The satellite is in Kozai resonance, i.e. its inclination and eccentricity are coupled (the inclination of the orbit decreases while eccentricity increases and vice versa).Sao, or Neptune XI, like many of the outer satellites of Neptune, is named after one of the Nereids; Sao was associated with sailing and is referred to as 'The rescuer' or 'Safety'. Before the announcement of its name on February 3, 2007 (IAUC 8802), Sao was known provisionally as S/2002 N 2.

  --https://en.wikipedia.org/wiki/Sao_(moon)"
WIKI_MOON_LAOMEDEIA,"
Laomedeia ( LAY-oh-mə-DEE-ə or LAY-oh-mə-DY-ə; Greek: Λαομήδεια), also known as Neptune XII, is a prograde irregular satellite of Neptune. It was discovered by Matthew J. Holman, et al. on August 13, 2002. Before the announcement of its name on February 3, 2007 (IAUC 8802), it was known as S/2002 N 3.

It orbits Neptune at a distance of about 23,571,000 km and is about 42 kilometers in diameter (assuming albedo of 0.04).  It is named after Laomedeia, one of the 50 Nereids.

  --https://en.wikipedia.org/wiki/Laomedeia"
WIKI_MOON_NESO,"
Neso ( NEE-soh; Greek: Νησώ), also known as Neptune XIII, is the outermost known natural satellite of Neptune. It is an irregular moon discovered by Matthew J. Holman, Brett J. Gladman, et al. on August 14, 2002, though it went unnoticed until 2003. Neso orbits Neptune at a distance of more than 48 Gm (million km), making it (as of 2015) the most distant known moon of any planet. At apocenter, the satellite is more than 72 Gm from Neptune. This distance is great enough to exceed Mercury's aphelion, which is approximately 70 Gm from the Sun.

Neso is also the moon with the longest orbital period, 26.67 years. It follows a highly inclined and highly eccentric orbit illustrated on the diagram in relation to other irregular satellites of Neptune. The satellites above the horizontal axis are prograde, the satellites beneath it are retrograde. The yellow segments extend from the pericentre to the apocentre, showing the eccentricity.

Neso is about 60 km (37 mi) in diameter based on an assumed albedo, and assuming a mean density of 1.5 g/cm3, its mass is estimated at 2×1017 kg.

Given the similarity of the orbit's parameters with Psamathe (S/2003 N 1), it was suggested that both irregular satellites could have a common origin in the break-up of a larger moon.Neso is named after one of the Nereids. Before the announcement of its name on February 3, 2007 (IAUC 8802), Neso was known by its provisional designation, S/2002 N 4.

  --https://en.wikipedia.org/wiki/Neso_(moon)"
WIKI_MOON_CHARON,"
Charon, also known as (134340) Pluto I, is the largest of the five known natural satellites of the dwarf planet Pluto. It has a mean radius of 606 km. It was discovered in 1978 at the United States Naval Observatory in Washington, D.C., using photographic plates taken at the United States Naval Observatory Flagstaff Station (NOFS).

With half the diameter and one eighth the mass of Pluto, Charon is a very large moon in comparison to its parent body. Its gravitational influence is such that the barycenter of the Plutonian system lies outside Pluto.

The reddish-brown cap of the north pole of Charon is composed of tholins; organic macromolecules that may be essential ingredients of life.  These tholins were produced from methane, nitrogen and related gases released from the atmosphere of Pluto and transferred over 19,000 km (12,000 mi) to the orbiting moon.The New Horizons spacecraft is the only probe that has visited the Pluto system. It approached Charon to within 27,000 km (17,000 mi) in 2015.

  --https://en.wikipedia.org/wiki/Charon_(moon)"
WIKI_MOON_NIX,"
Nix is a natural satellite of Pluto. It was discovered along with Hydra (Pluto's outermost satellite) in June 2005. It was imaged along with Pluto and its other moons by the New Horizons spacecraft as it flew by the Pluto system in July 2015. Of the four small Plutonian moons the best pictures are of Nix, with resolutions as high as 330 meters per pixel.

  --https://en.wikipedia.org/wiki/Nix_(moon)"
WIKI_MOON_HYDRA,"
Hydra is the outermost known moon of Pluto. It was discovered along with Nix in June 2005, and was visited along with Pluto by New Horizons in July 2015. Hydra's surface is probably covered with water ice. It is irregularly shaped, and measures 50 kilometers (31 miles) along its longest dimension. Hydra's reflectivity (the percentage of incident light reflected from the surface) is intermediate between those of Pluto and Charon.

  --https://en.wikipedia.org/wiki/Hydra_(moon)"
WIKI_MOON_KERBEROS,"
Kerberos is a small natural satellite of Pluto, about 12 km (7.5 mi) in its longest dimension. It was the fourth moon of Pluto to be discovered and its existence was announced on 20 July 2011. It was imaged, along with Pluto and its four other moons, by the New Horizons spacecraft in July 2015. The first image of Kerberos was released to the public on 22 October 2015.

  --https://en.wikipedia.org/wiki/Kerberos_(moon)"
WIKI_MOON_STYX,"
Styx  is a small natural satellite of Pluto whose discovery was announced on 11 July 2012. It was imaged along with Pluto and Pluto's other moons by the New Horizons spacecraft in July 2015. A single image was returned.Styx is the second satellite of Pluto by distance and the fifth discovered. It was discovered one year after Kerberos. Styx is approximately 13 km × 8 km across, and its orbital period is 20.2 days.

  --https://en.wikipedia.org/wiki/Styx_(moon)"
WIKI_SYSTEM_SOLAR_SYSTEM,"
The Solar System is the gravitationally bound system of the Sun and the objects that orbit it, either directly or indirectly. Of the objects that orbit the Sun directly, the largest are the eight planets, with the remainder being smaller objects, such as the five dwarf planets and small Solar System bodies. Of the objects that orbit the Sun indirectly—the moons—two are larger than the smallest planet, Mercury.The Solar System formed 4.6 billion years ago from the gravitational collapse of a giant interstellar molecular cloud. The vast majority of the system's mass is in the Sun, with the majority of the remaining mass contained in Jupiter. The four smaller inner planets, Mercury, Venus, Earth and Mars, are terrestrial planets, being primarily composed of rock and metal. The four outer planets are giant planets, being substantially more massive than the terrestrials. The two largest, Jupiter and Saturn, are gas giants, being composed mainly of hydrogen and helium; the two outermost planets, Uranus and Neptune, are ice giants, being composed mostly of substances with relatively high melting points compared with hydrogen and helium, called volatiles, such as water, ammonia and methane. All eight planets have almost circular orbits that lie within a nearly flat disc called the ecliptic.

The Solar System also contains smaller objects. The asteroid belt, which lies between the orbits of Mars and Jupiter, mostly contains objects composed, like the terrestrial planets, of rock and metal. Beyond Neptune's orbit lie the Kuiper belt and scattered disc, which are populations of trans-Neptunian objects composed mostly of ices, and beyond them a newly discovered population of sednoids. Within these populations are several dozen to possibly tens of thousands of objects large enough that they have been rounded by their own gravity. Such objects are categorized as dwarf planets. Identified dwarf planets include the asteroid Ceres and the trans-Neptunian objects Pluto and Eris. In addition to these two regions, various other small-body populations, including comets, centaurs and interplanetary dust clouds, freely travel between regions. Six of the planets, at least four of the dwarf planets, and many of the smaller bodies are orbited by natural satellites, usually termed 'moons' after the Moon. Each of the outer planets is encircled by planetary rings of dust and other small objects.

The solar wind, a stream of charged particles flowing outwards from the Sun, creates a bubble-like region in the interstellar medium known as the heliosphere. The heliopause is the point at which pressure from the solar wind is equal to the opposing pressure of the interstellar medium; it extends out to the edge of the scattered disc. The Oort cloud, which is thought to be the source for long-period comets, may also exist at a distance roughly a thousand times further than the heliosphere. The Solar System is located in the Orion Arm, 26,000 light-years from the center of the Milky Way galaxy.

  --https://en.wikipedia.org/wiki/Solar_System"
